CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,SupportTickets,PaymentMethod,SatisfactionScore,UsageHoursPerWeek,Churn
1371,35,Female,Premium,1104,55,3,Credit Card,3,17,No
1372,18,Female,Premium,433,37,9,Credit Card,9,18,No
1373,31,Male,Basic,620,19,8,Net Banking,9,12,No
1374,68,Female,Basic,733,28,9,Net Banking,4,33,Yes
1375,64,Female,Enterprise,1345,46,5,Credit Card,1,23,No
1376,67,Male,Basic,1172,41,8,Net Banking,10,12,No
1377,19,Male,Enterprise,2398,30,3,Credit Card,5,11,No
1378,45,Male,Premium,552,7,8,UPI,8,13,No
1379,66,Female,Enterprise,1265,59,8,Net Banking,10,35,No
1380,67,Male,Enterprise,1038,58,5,Credit Card,4,27,No
1381,47,Female,Enterprise,1429,26,4,Net Banking,10,25,No
1382,55,Male,Premium,1639,40,2,Net Banking,10,3,No
1383,68,Female,Basic,601,46,4,Credit Card,4,25,No
1384,21,Male,Premium,2277,54,2,UPI,9,10,No
1385,18,Male,Basic,850,46,4,Credit Card,9,17,No
1386,25,Female,Enterprise,1778,11,4,Net Banking,7,3,No
1387,46,Female,Enterprise,1615,14,1,Credit Card,10,22,No
1388,56,Female,Enterprise,1887,21,8,Net Banking,8,38,No
1389,20,Female,Enterprise,2122,8,6,Credit Card,4,14,Yes
1390,49,Female,Enterprise,2124,3,5,UPI,8,27,No
1391,27,Female,Basic,1464,28,4,UPI,6,20,No
1392,27,Male,Basic,613,29,3,UPI,3,18,No
1393,36,Female,Enterprise,483,23,7,UPI,7,13,No
1394,63,Male,Premium,1987,18,1,Credit Card,3,6,No
1395,51,Male,Premium,1012,35,7,UPI,7,10,No
1396,50,Female,Enterprise,2475,13,0,Credit Card,5,37,No
1397,40,Male,Basic,1610,12,9,Net Banking,4,29,Yes
1398,45,Female,Premium,570,47,0,Net Banking,3,6,No
1399,49,Female,Premium,2094,50,2,Net Banking,8,39,No
1400,67,Male,Premium,1110,5,4,UPI,4,11,No
1401,24,Male,Enterprise,497,39,5,UPI,8,25,No
1402,46,Female,Premium,1379,11,3,UPI,10,30,No
1403,25,Female,Premium,1526,58,6,Net Banking,3,20,No
1404,18,Male,Premium,1944,59,6,Net Banking,10,37,No
1405,20,Male,Premium,927,11,1,Net Banking,9,16,No
1406,41,Male,Basic,903,59,1,Net Banking,6,31,No
1407,40,Male,Enterprise,1461,47,1,Credit Card,5,29,No
1408,25,Female,Enterprise,1745,42,1,Credit Card,5,6,No
1409,64,Female,Basic,1380,47,8,UPI,3,29,Yes
1410,54,Female,Basic,1885,31,4,UPI,2,32,No
1411,20,Female,Enterprise,2418,31,7,Net Banking,6,9,No
1412,68,Male,Premium,1210,13,4,Credit Card,1,37,No
1413,50,Male,Premium,893,14,4,Credit Card,7,23,No
1414,45,Female,Enterprise,1695,49,0,UPI,5,16,No
1415,64,Female,Premium,899,45,5,Credit Card,4,18,No
1416,25,Female,Basic,813,42,3,UPI,9,19,No
1417,51,Female,Premium,2195,25,2,Net Banking,10,2,No
1418,52,Female,Premium,2431,33,5,Net Banking,1,10,Yes
1419,49,Female,Premium,1366,33,1,UPI,4,12,No
1420,41,Female,Enterprise,2257,15,7,Net Banking,3,18,No
1421,31,Female,Basic,1109,16,0,Net Banking,6,19,No
1422,49,Female,Premium,2480,44,8,Credit Card,5,38,No
1423,63,Male,Enterprise,1388,58,7,Credit Card,7,37,No
1424,60,Female,Premium,589,56,0,Credit Card,1,27,No
1425,33,Male,Basic,1068,38,9,Credit Card,5,14,No
1426,21,Male,Premium,770,6,8,Credit Card,2,34,Yes
1427,69,Female,Basic,2496,44,1,UPI,2,2,Yes
1428,54,Female,Premium,387,25,2,UPI,2,33,No
1429,38,Male,Basic,1089,15,1,Credit Card,9,19,No
1430,31,Male,Premium,1964,4,7,Net Banking,10,27,No
1431,48,Female,Basic,1609,56,1,Net Banking,3,30,No
1432,65,Male,Premium,1164,4,9,UPI,4,7,Yes
1433,35,Female,Premium,1593,30,1,UPI,5,27,No
1434,24,Female,Enterprise,323,34,0,UPI,4,21,No
1435,27,Female,Enterprise,2186,27,6,Net Banking,4,7,Yes
1436,24,Male,Basic,610,31,1,UPI,5,25,No
1437,50,Male,Premium,1784,56,9,Net Banking,10,38,No
1438,40,Female,Basic,1531,32,4,UPI,9,18,No
1439,38,Male,Enterprise,1005,44,4,Net Banking,9,33,No
1440,36,Male,Basic,1659,39,2,UPI,6,33,No
1441,65,Male,Basic,721,52,2,UPI,3,32,No
1442,36,Male,Enterprise,2073,9,2,Net Banking,6,25,No
1443,53,Male,Premium,1246,41,5,UPI,10,14,No
1444,46,Male,Basic,1486,8,3,Credit Card,4,38,Yes
1445,35,Male,Enterprise,2134,14,2,Net Banking,3,38,No
1446,19,Female,Premium,1864,33,1,UPI,6,4,No
1447,18,Male,Enterprise,1148,23,2,Net Banking,6,18,No
1448,64,Male,Basic,1889,21,3,UPI,2,10,Yes
1449,22,Male,Premium,1618,55,5,Credit Card,9,35,No
1450,37,Male,Premium,2389,12,3,UPI,8,35,No
1451,28,Male,Enterprise,2247,57,7,UPI,6,23,No
1452,59,Male,Enterprise,1608,2,2,Credit Card,1,25,No
1453,19,Male,Enterprise,686,13,2,Net Banking,2,1,No
1454,20,Male,Premium,2335,59,2,UPI,4,18,No
1455,40,Female,Premium,1461,4,7,UPI,7,15,No
1456,29,Male,Basic,2325,20,3,Credit Card,9,25,No
1457,37,Male,Premium,1015,50,0,Net Banking,10,32,No
1458,22,Male,Basic,725,51,1,Net Banking,5,20,No
1459,54,Male,Enterprise,1739,48,9,Credit Card,10,17,No
1460,55,Female,Enterprise,2373,59,1,Credit Card,2,11,No
1461,47,Female,Premium,684,14,2,UPI,1,13,No
1462,26,Female,Enterprise,355,30,5,Credit Card,10,25,No
1463,51,Female,Enterprise,405,29,7,Credit Card,1,20,No
1464,61,Female,Premium,969,8,0,Credit Card,5,25,No
1465,52,Female,Basic,675,12,8,Net Banking,7,31,Yes
1466,69,Female,Premium,1042,41,0,Credit Card,9,1,No
1467,39,Female,Basic,1266,38,9,UPI,9,16,No
1468,61,Female,Premium,607,26,1,UPI,8,28,No
1469,41,Female,Premium,2438,50,2,UPI,1,21,No
1470,34,Female,Enterprise,1101,2,6,Credit Card,5,30,No
1471,27,Female,Premium,409,55,8,Net Banking,6,3,No
1472,47,Female,Premium,1964,40,2,Credit Card,6,34,No
1473,63,Female,Basic,639,56,7,Credit Card,4,6,Yes
1474,40,Female,Enterprise,1888,14,8,UPI,1,29,No
1475,49,Female,Basic,1278,6,9,Credit Card,3,3,Yes
1476,34,Male,Basic,2215,42,6,Net Banking,10,33,No
1477,67,Female,Enterprise,467,40,3,UPI,4,11,No
1478,68,Male,Enterprise,856,31,3,Net Banking,4,5,No
1479,34,Female,Enterprise,1204,17,3,Net Banking,4,32,No
1480,31,Female,Premium,404,25,5,Net Banking,5,18,No
1481,26,Male,Enterprise,2347,32,3,Credit Card,9,20,No
1482,57,Female,Enterprise,2497,12,4,Credit Card,4,39,No
1483,19,Male,Enterprise,445,49,8,Credit Card,9,28,No
1484,62,Male,Basic,1173,13,6,Credit Card,9,13,No
1485,42,Male,Basic,598,19,7,UPI,1,26,Yes
1486,56,Female,Premium,2036,44,4,Credit Card,5,16,No
1487,26,Female,Basic,945,48,4,UPI,9,25,No
1488,39,Female,Premium,937,25,6,Net Banking,4,10,Yes
1489,60,Male,Basic,1083,31,7,UPI,5,29,No
1490,63,Male,Enterprise,1196,59,8,Credit Card,4,38,No
1491,21,Female,Basic,670,37,1,UPI,2,20,No
1492,43,Female,Premium,786,25,2,Credit Card,10,26,No
1493,46,Female,Basic,2337,16,1,Credit Card,2,32,No
1494,62,Female,Enterprise,1660,57,9,UPI,2,39,No
1495,51,Female,Premium,491,38,6,UPI,1,38,No
1496,40,Male,Enterprise,1029,43,1,Net Banking,3,24,No
1497,54,Male,Enterprise,1256,49,1,Net Banking,10,31,No
1498,28,Male,Premium,680,58,1,Net Banking,1,12,No
1499,23,Female,Enterprise,1097,23,3,Net Banking,4,36,No
1500,35,Male,Enterprise,538,14,0,Net Banking,1,10,No
1501,38,Male,Basic,1405,6,1,UPI,4,6,Yes
1502,59,Male,Enterprise,1686,25,2,Net Banking,3,7,No
1503,53,Male,Enterprise,1827,23,6,UPI,9,31,No
1504,58,Male,Enterprise,1967,43,9,Net Banking,1,27,No
1505,55,Female,Enterprise,336,12,0,Credit Card,8,8,No
1506,51,Male,Premium,2296,13,5,Net Banking,9,3,No
1507,34,Female,Basic,1725,36,2,Credit Card,7,21,No
1508,54,Female,Enterprise,1790,39,2,UPI,1,1,No
1509,42,Female,Enterprise,1524,34,3,Net Banking,4,15,No
1510,55,Female,Premium,2322,6,3,UPI,10,7,No
1511,29,Female,Enterprise,1132,38,6,Net Banking,1,15,No
1512,40,Male,Premium,896,50,2,UPI,4,25,No
1513,59,Male,Basic,999,52,7,Net Banking,3,3,Yes
1514,39,Female,Basic,1946,40,7,Net Banking,2,30,Yes
1515,38,Female,Enterprise,2318,8,6,Credit Card,1,14,Yes
1516,44,Female,Enterprise,740,8,1,UPI,6,4,No
1517,48,Male,Enterprise,2160,40,4,UPI,7,36,No
1518,23,Female,Premium,1940,33,5,UPI,6,3,No
1519,44,Male,Enterprise,1829,34,9,UPI,9,5,No
1520,57,Female,Enterprise,1394,44,3,UPI,9,25,No
1521,51,Male,Basic,867,15,9,Credit Card,2,31,Yes
1522,29,Female,Enterprise,535,36,4,Net Banking,2,11,No
1523,62,Male,Basic,1604,57,8,Credit Card,9,8,Yes
1524,24,Female,Enterprise,1485,35,6,UPI,1,26,No
1525,27,Male,Basic,1332,46,1,UPI,5,2,No
1526,62,Male,Enterprise,2407,22,0,Net Banking,1,28,No
1527,34,Male,Basic,2140,23,1,Credit Card,7,10,No
1528,43,Male,Premium,524,40,2,Net Banking,9,39,No
1529,38,Male,Basic,2142,45,1,Net Banking,6,37,No
1530,45,Male,Basic,881,55,2,Credit Card,2,39,No
1531,63,Male,Basic,468,51,9,Net Banking,6,21,No
1532,19,Female,Enterprise,1765,22,8,Credit Card,9,28,No
1533,60,Female,Enterprise,313,5,3,Credit Card,3,38,No
1534,18,Female,Enterprise,1743,31,8,UPI,9,33,No
1535,68,Female,Premium,2170,13,2,Net Banking,8,11,No
1536,53,Female,Premium,1843,28,0,UPI,7,1,No
1537,68,Male,Basic,1989,58,4,Net Banking,8,33,No
1538,43,Male,Premium,1871,20,9,Net Banking,10,3,No
1539,46,Male,Basic,1351,33,9,UPI,6,26,No
1540,38,Male,Basic,2031,16,1,UPI,3,15,No
1541,28,Male,Basic,745,29,3,UPI,7,14,No
1542,57,Female,Premium,1015,23,1,Credit Card,4,23,No
1543,28,Female,Enterprise,1118,24,1,Net Banking,10,8,No
1544,53,Female,Premium,2451,34,2,Credit Card,5,36,No
1545,66,Female,Basic,725,7,4,Net Banking,8,20,No
1546,56,Male,Basic,1424,38,3,Net Banking,7,6,No
1547,57,Male,Premium,1864,37,1,Credit Card,7,33,No
1548,52,Male,Basic,1149,4,9,Credit Card,8,28,Yes
1549,51,Female,Basic,1845,34,1,Net Banking,10,38,No
1550,64,Male,Premium,1429,42,5,UPI,3,30,No
1551,41,Female,Premium,2002,22,6,UPI,3,17,No
1552,39,Male,Premium,2301,5,9,UPI,2,9,Yes
1553,22,Male,Basic,576,50,5,UPI,1,28,Yes
1554,50,Female,Basic,2106,42,6,Net Banking,10,7,Yes
1555,53,Male,Enterprise,2239,23,0,UPI,6,28,No
1556,64,Male,Enterprise,2452,54,5,UPI,6,17,No
1557,37,Female,Premium,845,15,2,UPI,10,5,No
1558,36,Male,Enterprise,409,31,0,Net Banking,8,5,No
1559,52,Female,Basic,844,59,7,Credit Card,6,14,No
1560,69,Male,Enterprise,1042,9,3,UPI,6,6,No
1561,60,Male,Basic,1589,43,9,Net Banking,1,7,Yes
1562,34,Male,Premium,2175,58,7,Net Banking,7,17,No
1563,62,Male,Premium,1388,53,9,UPI,7,9,No
1564,60,Male,Basic,632,25,3,Credit Card,10,31,No
1565,51,Male,Enterprise,1836,25,3,Credit Card,9,22,No
1566,26,Male,Premium,1456,49,9,Credit Card,7,9,No
1567,43,Male,Premium,891,21,3,Net Banking,8,16,No
1568,19,Female,Enterprise,1082,9,5,UPI,4,36,Yes
1569,26,Female,Enterprise,839,55,8,UPI,9,34,No
1570,26,Male,Basic,1858,48,4,Net Banking,1,13,No
1571,57,Male,Enterprise,1819,38,9,UPI,8,19,No
1572,34,Female,Enterprise,918,22,7,UPI,3,12,No
1573,18,Male,Enterprise,2133,43,7,Credit Card,1,36,No
1574,42,Male,Basic,1291,23,3,UPI,2,10,Yes
1575,60,Female,Basic,2446,49,9,UPI,6,16,No
1576,57,Male,Premium,2470,4,8,Net Banking,5,28,No
1577,59,Male,Basic,1916,29,8,Net Banking,3,19,Yes
1578,42,Female,Premium,1818,15,4,Credit Card,9,6,No
1579,56,Male,Enterprise,821,1,5,Net Banking,8,4,Yes
1580,52,Male,Premium,1216,54,4,Credit Card,3,30,No
1581,20,Female,Premium,1016,30,2,Credit Card,2,39,No
1582,67,Male,Enterprise,2236,29,7,UPI,8,31,No
1583,54,Female,Premium,859,20,8,Credit Card,5,27,No
1584,61,Male,Basic,1268,33,3,UPI,9,21,No
1585,61,Male,Basic,1377,41,8,Credit Card,1,37,Yes
1586,68,Female,Basic,1189,44,8,Net Banking,10,9,Yes
1587,47,Female,Basic,1092,36,6,Net Banking,3,35,Yes
1588,55,Male,Premium,1281,22,7,Net Banking,5,21,No
1589,51,Female,Premium,1101,13,2,Credit Card,2,17,No
1590,29,Female,Enterprise,342,7,4,Credit Card,3,24,No
1591,36,Male,Premium,1909,8,2,UPI,4,31,No
1592,54,Male,Premium,2077,28,6,UPI,4,6,Yes
1593,61,Male,Premium,649,45,5,UPI,9,35,No
1594,66,Female,Enterprise,1867,43,2,UPI,1,37,No
1595,34,Female,Basic,1429,9,8,Credit Card,9,13,Yes
1596,27,Female,Premium,2348,25,0,Credit Card,9,25,No
1597,66,Female,Enterprise,2080,56,9,UPI,6,32,No
1598,64,Male,Enterprise,883,16,2,Credit Card,1,1,No
1599,29,Female,Enterprise,731,10,9,Credit Card,6,35,No
1600,33,Male,Basic,2232,11,6,Credit Card,8,19,Yes
1601,41,Female,Premium,2400,31,2,Credit Card,5,12,No
1602,36,Male,Enterprise,1648,12,2,UPI,5,20,No
1603,25,Male,Basic,2494,31,1,UPI,1,33,No
1604,48,Male,Enterprise,2330,14,8,Credit Card,1,29,No
1605,38,Female,Enterprise,1489,51,3,Net Banking,8,16,No
1606,34,Male,Enterprise,1462,44,9,UPI,5,14,No
1607,40,Male,Enterprise,598,32,5,UPI,8,7,No
1608,54,Female,Enterprise,2239,50,1,Net Banking,10,6,No
1609,33,Male,Basic,1088,53,8,UPI,2,21,Yes
1610,23,Female,Premium,1149,17,6,Net Banking,4,36,No
1611,25,Female,Premium,1677,35,9,Net Banking,10,22,No
1612,42,Male,Premium,1477,1,4,Credit Card,9,19,No
1613,35,Male,Premium,2249,29,6,UPI,3,25,No
1614,42,Female,Basic,1177,51,3,Net Banking,6,3,No
1615,29,Male,Basic,1438,4,9,Credit Card,7,36,Yes
1616,32,Female,Basic,1877,23,6,UPI,3,34,Yes
1617,43,Female,Enterprise,1946,28,1,Credit Card,1,11,No
1618,58,Female,Enterprise,2203,16,6,Credit Card,2,27,No
1619,62,Male,Enterprise,1682,12,3,Net Banking,10,2,No
1620,43,Female,Premium,444,53,3,UPI,7,6,No
1621,64,Male,Enterprise,1502,21,0,Credit Card,7,2,No
1622,49,Male,Premium,2161,45,2,Net Banking,1,17,No
1623,27,Male,Enterprise,2154,17,4,Net Banking,10,14,No
1624,33,Male,Premium,2166,40,4,Credit Card,7,10,No
1625,24,Female,Enterprise,1398,13,1,Credit Card,10,33,No
1626,34,Male,Enterprise,1451,52,3,Net Banking,6,12,No
1627,40,Female,Basic,2034,58,0,Credit Card,6,32,No
1628,43,Female,Enterprise,867,32,8,Credit Card,7,24,No
1629,38,Male,Enterprise,2113,37,0,UPI,7,14,No
1630,39,Female,Basic,830,50,5,Net Banking,1,5,Yes
1631,24,Female,Premium,1861,15,6,Credit Card,10,5,No
1632,31,Male,Basic,980,12,2,Net Banking,5,32,No
1633,32,Female,Basic,2370,49,0,UPI,8,33,No
1634,24,Female,Premium,1370,57,6,Net Banking,8,4,No
1635,26,Female,Enterprise,1028,15,2,Net Banking,3,30,No
1636,68,Female,Premium,2029,34,9,Net Banking,3,17,No
1637,65,Male,Enterprise,2491,6,5,UPI,7,3,Yes
1638,25,Female,Enterprise,967,17,5,UPI,4,13,No
1639,67,Female,Premium,1912,48,3,Net Banking,6,36,No
1640,40,Female,Basic,980,49,5,Net Banking,9,18,No
1641,46,Female,Premium,1272,57,9,UPI,10,23,No
1642,35,Male,Enterprise,2432,20,3,Credit Card,2,35,No
1643,48,Female,Premium,1126,9,7,UPI,2,33,Yes
1644,47,Male,Premium,596,59,8,Net Banking,6,36,No
1645,69,Female,Enterprise,1553,5,1,Credit Card,3,17,No
1646,56,Male,Basic,2452,23,6,Credit Card,1,39,Yes
1647,52,Male,Premium,2028,33,8,Credit Card,2,34,No
1648,35,Male,Enterprise,2324,38,8,UPI,7,12,No
1649,59,Male,Enterprise,629,56,4,UPI,4,5,No
1650,56,Male,Premium,1455,14,0,UPI,2,27,No
1651,34,Female,Basic,2190,17,5,UPI,8,13,No
1652,31,Female,Premium,681,57,7,Net Banking,4,26,No
1653,48,Female,Basic,2485,19,0,Credit Card,4,14,No
1654,41,Male,Basic,1142,33,1,Net Banking,2,32,No
1655,52,Female,Basic,695,1,0,UPI,1,11,Yes
1656,61,Male,Basic,749,13,4,UPI,1,38,No
1657,62,Male,Premium,1654,46,1,Net Banking,3,16,No
1658,51,Female,Enterprise,2286,27,9,Credit Card,6,22,No
1659,20,Female,Enterprise,1608,6,9,Credit Card,7,16,No
1660,54,Male,Enterprise,1597,59,3,UPI,9,13,No
1661,60,Male,Enterprise,2367,6,0,UPI,5,12,No
1662,57,Female,Enterprise,1593,33,6,UPI,9,18,No
1663,43,Female,Enterprise,2149,30,7,UPI,8,29,No
1664,40,Female,Premium,485,46,4,Credit Card,1,18,No
1665,61,Female,Basic,1533,35,1,Net Banking,3,2,Yes
1666,56,Male,Enterprise,1737,23,7,Credit Card,8,2,No
1667,32,Female,Premium,552,10,0,Net Banking,9,3,No
1668,66,Female,Enterprise,318,51,6,UPI,4,29,No
1669,21,Female,Enterprise,1459,19,0,UPI,6,8,No
1670,46,Male,Basic,522,51,5,Net Banking,4,11,Yes
1671,39,Male,Basic,302,28,5,UPI,9,12,No
1672,42,Male,Basic,1559,23,4,Credit Card,2,32,No
1673,30,Male,Enterprise,1153,4,1,UPI,6,4,No
1674,35,Female,Enterprise,1788,20,1,UPI,3,9,No
1675,50,Male,Enterprise,527,19,8,UPI,10,24,No
1676,33,Female,Basic,1977,42,4,UPI,4,16,No
1677,62,Female,Premium,798,27,4,Credit Card,2,17,No
1678,59,Female,Enterprise,2185,57,6,Net Banking,8,22,No
1679,61,Female,Enterprise,2315,34,5,UPI,10,7,No
1680,19,Male,Enterprise,1462,4,1,UPI,8,10,No
1681,52,Male,Premium,1599,56,0,Credit Card,1,29,No
1682,59,Male,Enterprise,1376,38,4,Credit Card,10,36,No
1683,51,Female,Premium,1014,7,3,Credit Card,6,24,No
1684,47,Female,Enterprise,1247,48,2,UPI,1,14,No
1685,30,Female,Premium,1169,7,1,Net Banking,6,14,No
1686,30,Female,Enterprise,1370,50,9,Credit Card,7,25,No
1687,35,Female,Basic,393,52,1,Credit Card,2,22,No
1688,49,Male,Basic,859,26,3,Credit Card,9,23,No
1689,49,Female,Basic,2075,26,1,Net Banking,8,32,No
1690,52,Male,Basic,735,54,3,UPI,9,26,No
1691,56,Female,Enterprise,1151,19,2,UPI,10,27,No
1692,63,Female,Basic,504,9,8,UPI,4,12,Yes
1693,69,Male,Premium,1399,20,6,Credit Card,4,19,No
1694,46,Male,Basic,376,42,2,UPI,8,19,No
1695,66,Female,Basic,1115,45,7,Credit Card,1,34,Yes
1696,46,Female,Basic,1067,50,8,Net Banking,8,32,No
1697,61,Female,Enterprise,405,16,6,Net Banking,7,29,No
1698,33,Female,Basic,2435,54,5,UPI,7,21,No
1699,61,Male,Premium,2046,17,3,Credit Card,9,35,No
1700,64,Female,Basic,1765,22,4,Credit Card,10,5,No
1701,27,Male,Basic,544,13,7,UPI,7,12,No
1702,47,Female,Basic,1705,12,2,Net Banking,2,7,Yes
1703,42,Male,Premium,1281,10,1,Net Banking,1,2,Yes
1704,56,Male,Basic,2036,1,2,Net Banking,1,25,Yes
1705,37,Female,Premium,441,32,6,Net Banking,7,10,No
1706,22,Male,Premium,1192,30,7,Net Banking,5,38,No
1707,18,Female,Basic,1691,8,0,UPI,4,6,Yes
1708,47,Male,Premium,844,21,6,UPI,5,27,No
1709,66,Female,Enterprise,2499,22,8,UPI,10,35,No
1710,20,Male,Basic,1769,18,2,Net Banking,10,10,No
1711,62,Female,Basic,1062,2,2,Net Banking,6,9,Yes
1712,31,Female,Premium,923,48,7,UPI,10,20,No
1713,47,Male,Premium,955,44,3,UPI,6,37,No
1714,67,Male,Basic,1547,9,7,Net Banking,1,35,Yes
1715,21,Male,Enterprise,342,3,4,Credit Card,2,37,No
1716,35,Male,Premium,1326,54,2,UPI,3,8,No
1717,54,Female,Premium,1960,26,3,Net Banking,4,31,No
1718,42,Male,Enterprise,1591,21,3,Net Banking,6,16,No
1719,65,Female,Enterprise,895,30,7,UPI,9,28,No
1720,18,Male,Basic,1312,28,5,Credit Card,2,6,Yes
1721,63,Female,Enterprise,2410,36,6,Net Banking,8,32,No
1722,32,Female,Basic,1257,26,8,UPI,9,28,No
1723,26,Female,Enterprise,860,34,5,Net Banking,2,11,No
1724,32,Female,Premium,1630,8,2,Net Banking,9,23,No
1725,66,Male,Basic,1612,10,2,Net Banking,7,30,No
1726,41,Male,Basic,2121,48,2,Net Banking,9,9,No
1727,21,Female,Basic,1850,55,9,Credit Card,6,28,No
1728,29,Male,Enterprise,1149,43,1,UPI,2,24,No
1729,54,Male,Premium,1578,50,0,UPI,8,28,No
1730,54,Female,Basic,1833,54,9,UPI,10,24,No
1731,60,Male,Basic,2114,14,0,UPI,9,15,No
1732,23,Male,Basic,2041,40,3,UPI,8,39,No
1733,56,Male,Basic,905,55,2,Credit Card,2,33,No
1734,63,Female,Premium,1786,15,4,Net Banking,8,34,No
1735,41,Male,Enterprise,1594,17,8,Net Banking,3,22,No
1736,28,Female,Premium,1045,53,7,UPI,3,29,No
1737,30,Male,Basic,857,18,8,Net Banking,9,34,No
1738,51,Male,Premium,2411,32,4,Net Banking,9,10,No
1739,42,Male,Basic,1241,38,7,Net Banking,9,30,No
1740,24,Female,Enterprise,1569,23,3,UPI,4,11,No
1741,69,Female,Enterprise,1239,46,4,UPI,7,34,No
1742,21,Male,Enterprise,1910,23,2,Credit Card,8,21,No
1743,25,Female,Basic,2025,35,4,UPI,5,13,No
1744,37,Male,Premium,1284,39,2,Credit Card,1,25,No
1745,46,Female,Enterprise,1887,15,4,UPI,9,21,No
1746,68,Female,Basic,1636,53,4,Net Banking,6,1,No
1747,62,Male,Basic,2174,24,5,Credit Card,3,5,Yes
1748,63,Male,Premium,961,28,8,Credit Card,3,22,No
1749,27,Male,Enterprise,332,16,0,Credit Card,10,7,No
1750,60,Male,Basic,2116,16,9,UPI,1,13,Yes
1751,51,Female,Premium,2420,40,5,Credit Card,8,23,No
1752,43,Female,Enterprise,2189,39,0,UPI,2,21,No
1753,58,Female,Premium,1456,6,5,Credit Card,1,6,Yes
1754,66,Male,Premium,360,2,1,UPI,7,20,No
1755,20,Male,Basic,1843,54,7,Credit Card,9,12,No
1756,23,Female,Basic,571,13,2,Net Banking,6,9,No
1757,22,Male,Basic,1499,44,9,Net Banking,8,28,No
1758,22,Female,Premium,2106,47,5,Credit Card,8,11,No
1759,64,Female,Basic,1454,59,5,UPI,9,32,No
1760,40,Female,Premium,1425,9,3,UPI,7,11,No
1761,66,Female,Premium,609,34,4,UPI,9,24,No
1762,26,Female,Basic,1615,17,1,Net Banking,9,15,No
1763,52,Male,Enterprise,2045,27,9,Net Banking,1,35,No
1764,37,Male,Enterprise,637,29,9,Net Banking,6,17,No
1765,66,Male,Enterprise,309,37,7,UPI,8,25,No
1766,59,Female,Premium,348,43,9,UPI,10,35,No
1767,52,Female,Premium,1810,22,6,UPI,9,19,No
1768,67,Female,Premium,1644,51,9,Credit Card,4,31,No
1769,35,Female,Basic,1030,24,5,Credit Card,2,17,Yes
1770,34,Male,Premium,1094,7,6,Credit Card,9,23,No
1771,41,Male,Basic,1948,34,0,Net Banking,9,1,No
1772,20,Female,Basic,432,48,4,Net Banking,8,10,No
1773,49,Female,Enterprise,2430,12,6,UPI,3,8,Yes
1774,52,Female,Enterprise,2404,23,0,Credit Card,5,26,No
1775,55,Male,Enterprise,675,15,1,UPI,2,34,No
1776,30,Male,Basic,570,33,8,Credit Card,3,19,Yes
1777,64,Male,Basic,1806,57,2,Credit Card,1,14,No
1778,42,Female,Basic,2458,13,5,UPI,4,8,Yes
1779,26,Female,Premium,375,23,6,UPI,5,1,No
1780,21,Male,Basic,2256,38,8,Credit Card,2,25,Yes
1781,31,Female,Enterprise,1966,32,4,Credit Card,3,24,No
1782,54,Male,Enterprise,628,45,3,Net Banking,6,20,No
1783,51,Female,Basic,2469,50,1,UPI,6,30,No
1784,28,Male,Basic,340,35,2,UPI,7,5,No
1785,58,Female,Enterprise,1490,1,4,UPI,9,3,No
1786,20,Male,Basic,2356,47,1,UPI,4,32,No
1787,45,Male,Enterprise,312,58,3,Credit Card,5,17,No
1788,46,Male,Premium,1223,45,0,Net Banking,2,5,No
1789,26,Male,Enterprise,2142,5,3,UPI,6,11,No
1790,20,Male,Premium,1532,57,6,Credit Card,4,38,No
1791,42,Male,Basic,1514,13,2,Credit Card,5,4,No
1792,51,Female,Basic,952,54,9,Credit Card,7,39,No
1793,29,Female,Premium,2003,5,7,Credit Card,6,19,No
1794,59,Female,Basic,920,32,5,Credit Card,8,39,No
1795,26,Male,Premium,2262,51,5,UPI,6,23,No
1796,32,Male,Basic,1945,21,0,UPI,10,17,No
1797,57,Female,Enterprise,716,24,4,Net Banking,8,13,No
1798,42,Male,Basic,963,18,2,UPI,4,27,No
1799,22,Male,Enterprise,2078,21,9,Credit Card,7,1,No
1800,28,Male,Enterprise,1679,54,0,Net Banking,3,2,No
1801,51,Male,Premium,447,10,7,Credit Card,1,18,Yes
1802,41,Male,Basic,2345,24,6,Credit Card,9,36,No
1803,32,Female,Premium,1688,40,6,UPI,9,33,No
1804,55,Female,Basic,2025,47,9,Credit Card,6,36,No
1805,25,Female,Enterprise,701,21,9,UPI,2,2,Yes
1806,22,Female,Enterprise,1815,25,9,Credit Card,8,4,No
1807,65,Female,Basic,2331,52,3,Net Banking,10,16,No
1808,43,Male,Basic,528,57,5,Credit Card,6,4,Yes
1809,35,Male,Premium,1898,59,8,UPI,7,9,No
1810,23,Male,Basic,567,23,2,Credit Card,1,21,No
1811,54,Male,Basic,1728,22,8,UPI,3,23,Yes
1812,65,Female,Basic,2116,4,3,UPI,1,2,Yes
1813,30,Female,Premium,1334,34,4,Net Banking,10,3,No
1814,45,Female,Basic,1643,56,6,UPI,1,23,Yes
1815,22,Male,Enterprise,425,6,5,Net Banking,1,26,Yes
1816,30,Female,Premium,2025,28,9,Net Banking,4,7,Yes
1817,34,Male,Premium,1412,31,7,Credit Card,7,36,No
1818,67,Female,Enterprise,1675,35,7,Net Banking,7,33,No
1819,57,Female,Enterprise,988,39,7,UPI,5,36,No
